,Text,id_tweet,Tweet_Date,Follower_count,cleaned_text,prediction
955,"@Life_Disrupted If only there was a way to relieve Johnson of command before he's responsible for the deaths of another 50,000 innocent souls due to his negligent advice and appalling behaviour? #COVID19 #OmicronVarient #WearAMask #StaySafe #PartyGate",1466855739184627717,2021-12-03 19:43:55,23196,way reliev johnson command respons death anoth innoc soul due neglig advic appal behaviour covid omicronvari wearamask staysaf partyg,0
956,"@Jim_Jordan The only question that matters is whether #COVID19 is ""done"" with ""Real America"".

Actually, that's not true. The only question that matters is whether the people who vote for you think viruses care what a prospective viral host's politics are.",1466855654639890432,2021-12-03 19:43:35,2405,question matter whether covid done real america actual true question matter whether peopl vote think virus care prospect viral host polit,0
957,"people still believe that a positive test means you are infected and sick. It's pathetic

#COVID19 #Covid19UK",1466855611904233472,2021-12-03 19:43:25,143,peopl still believ posit test mean infect sick pathet covid covid uk,0
958,"@SkyNews If you can, get vaccinated! It is important to save yours and others life. #COVID19",1466855596859305989,2021-12-03 19:43:21,11,get vaccin import save other life covid,0
959,"Whatever you inform, when it's believed that your information is false, nobody listens. When nobody listens, they can't compare the sources. #COVID19 #COVID_19",1466855507776446465,2021-12-03 19:43:00,196,whatev inform believ inform fals nobodi listen nobodi listen compar sourc covid covid _,0
960,"@maryohara1 It feels like we’re getting some of our freedom back: 
More freedom of movement, because buses &amp; trains feel safe enough to get on, because masks are the norm again. 
More freedom to do basic things like going to the supermarket.

#Freedom #COVIDfree #Liberty #COVID19 #Omicron",1466855502135050242,2021-12-03 19:42:59,2285,feel like get freedom back freedom movement buse amp train feel safe enough get mask norm freedom basic thing like go supermarket freedom covidfre liberti covid omicron,0
961,"#COVID19  December 7th January 9th @CMOIreland is Taoiseach @fiannafailparty @FineGael @greenparty_ie
shouldn't be elected to government again Allowing a one-man ego destroy  economy livelihoods  people's mental health  well-being #NPHET @rtenews #rtept #cblive #TonightVMTV #twip",1466855298358984714,2021-12-03 19:42:10,854,covid decemb th januari th taoiseach elect govern allow one man ego destroy economi livelihood peopl mental health well nphet rtept cblive tonightvmtv twip,0
962,"@flossyflange @MailOnline Western democracy shouldn't have to rely on MPs finding their conscience

In order to remove a dictator who has committed treason with #China's #CCP

We've seen revealed an absolute gaping wound in the mechanisms of defence against tyranny

#Corona #Australia #COVID19",1466855240188284931,2021-12-03 19:41:56,57,western democraci reli mp find consciencein order remov dictat commit treason china ccpwe seen reveal absolut gape wound mechan defenc tyranni corona australia covid,0
963,"As much as I want to be optimistic about omicron, I think it would be wise to wait on future observations from the hospital/ICU setting, rather than community only, to get a better/full picture on potential of severe disease. #COVID19 #OmicronVarient",1466855174937395204,2021-12-03 19:41:41,12470,much want optimist omicron think would wise wait futur observ hospit icu set rather commun get better full pictur potenti sever diseas covid omicronvari,0
964,"@SACEMAdirector @OplOutarde unroll.

#Omicron #COVID19 #SARS_CoV_2 #Analysis",1466855109648961542,2021-12-03 19:41:25,7408,unrol omicron covid sars_cov _ analysi,0
965,"@DrOz
 Your a disgrace to the medical field.. should have your license revoked..  

#COVID19 #Covidkills #DrOz #CovidVaccine #AmericanMedicalAssociation",1466855021006536707,2021-12-03 19:41:04,310,disgrac medic field licens revok covid covidkil droz covidvaccin americanmedicalassoci,0
966,"4,770 new cases and 26 new deaths in Jordan 

[20:41 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic",1466855009593790484,2021-12-03 19:41:01,1256,new case new death jordan gmt coronaviru coronavirusupd covid coronaviruspandem,0
967,"Anyone who flies in the US needs to be vaccinated and/or provide a negative #COVID19 test. This should be a domestic travel requirement. And anyone flying in from another country should have a negative test, whether American citizen or not. It shouldn’t be this hard…",1466854968695177216,2021-12-03 19:40:52,11063,anyon fli us need vaccin provid neg covid test domest travel requir anyon fli anoth countri neg test whether american citizen hard,0
968,"@ScottieHenthorn @JesseKellyDC We already are, without a shot fired. #COVID19",1466854868673519618,2021-12-03 19:40:28,38791,alreadi without shot fire covid,0
969,"@JackPosobiec Feckless

Taiwan 🇹🇼 is already lost

Putin in control

Israel 🇮🇱 the wild card - think 'Natural Gas' &amp;

Israel 🇮🇱 will also be forced to go it alone on Iran 🇮🇷

BTFD = #REKT 

#BlackSwan
#stonks
#COVID19 💀",1466854790269321219,2021-12-03 19:40:09,1827,fecklesstaiwan alreadi lostputin controlisrael wild card think natur ga amp israel also forc go alon iran btfd rekt blackswan stonk covid,0
970,"@KatyTurNBC Are the economists taking into account the #Covid19 death toll to date when they are talking about jobs going unfilled? For those who were of working age and passed? Just don’t know all metrics used. 

#JobsReport",1466854757616824324,2021-12-03 19:40:01,5722,economist take account covid death toll date talk job go unfil work age pass know metric use jobsreport,0
971,"Anyone hearing of a common #COVID19 thing, where 2 people share a home. 

1st gets Covid, 2nd does not but gets flu or chest infection instead?",1466854653212176389,2021-12-03 19:39:36,226,anyon hear common covid thing peopl share home st get covid nd get flu chest infect instead,0
972,We will not be able to comply our way out of this #COVID19,1466854583679045637,2021-12-03 19:39:20,155,abl compli way covid,0
973,LETS END THIS WAR! Send our children to school! #inperson #covid19 #forthechildren,1466854559851159554,2021-12-03 19:39:14,0,let end war send children school inperson covid forthechildren,0
974,@WhiteHouse China has been at BIOLOGICAL WAR w/ us for YEARS creating disease and unleshing on our shows and not 1 of 'em till #COVID19 DID WHAT IT WAS DESIGN =DESTROY US THRU FEAR n Order to place the piece of thec100 puzzle OF NWO =LAST THING 2 DESTROY IS OUR MONEY @POTUS @marthamaccallum,1466854466699808773,2021-12-03 19:38:52,91,china biolog war w us year creat diseas unlesh show em till covid design destroy us thru fear n order place piec thec puzzl nwo last thing destroy money,0
975,@WhiteHouse See y'all think I am whacked out man @SandraSmithFox @johnrobertsFox if Y'ALL only knew ... WHAT I KNOW MI6 is PREPARING 4 THE NWO you THINK #COVID19 the FEAR and OUR ECONOMY the ships floating in CA  is HAPPENSTANCE = 100 yrs in making  last thing to DESTROY 4 NWO IS OUR ECONOMY,1466854424668688392,2021-12-03 19:38:42,91,see think whack man knew know mi prepar nwo think covid fear economi ship float ca happenst yr make last thing destroy nwo economi,0
976,"@pheglar @kroger This is not the first time I've heard of things like this - especially during #Covid19 timeline...

What escaped publicly from their press releases showed they were screwing the employees by the time it was over with.

#KrogerFail",1466854385066156040,2021-12-03 19:38:32,2848,first time heard thing like especi covid timelin escap publicli press releas show screw employe time krogerfail,0
977,@AmericaRpts @AriFleischer @SandraSmithFox See y'all think I am whacked out man @SandraSmithFox @johnrobertsFox if Y'ALL only knew ... WHAT I KNOW MI6 is PREPARING 4 THE NWO you THINK #COVID19 the FEAR and OUR ECONOMY the ships floating in CA  is HAPPENSTANCE = 100 yrs in making  last thing to DESTROY 4 NWO IS OUR ECONOMY,1466854353382346763,2021-12-03 19:38:25,91,see think whack man knew know mi prepar nwo think covid fear economi ship float ca happenst yr make last thing destroy nwo economi,0
978,@BernieSpofforth It is very hard to believe this is happening but it is! How can the world have come to this? #Australia #COVID19,1466854304317419530,2021-12-03 19:38:13,4773,hard believ happen world come australia covid,0
979,@AmericaRpts @AriFleischer @SandraSmithFox China has been at BIOLOGICAL WAR w/ us for YEARS creating disease and unleshing on our shows and not 1 of 'em till #COVID19 DID WHAT IT WAS DESIGN =DESTROY US THRU FEAR n Order to place the piece of thec100 puzzle OF NWO =LAST THING 2 DESTROY IS OUR MONEY @POTUS @marthamaccallum,1466854292992761860,2021-12-03 19:38:10,91,china biolog war w us year creat diseas unlesh show em till covid design destroy us thru fear n order place piec thec puzzl nwo last thing destroy money,0
980,"FYI - Viruses mutate. 
Pass it on….🤣🤣
#Omicron #COVID19",1466854288903360514,2021-12-03 19:38:09,3934,fyi virus mutat pass omicron covid,0
981,"@smitty2848 @OANN The numbers conflict with your proclamation.
Trump presided over 100,000 more #COVID19 deaths than Biden.
Worldwide, Biden has presided over more deaths, but he isn't President of the world.
So there's that.
You really need to stop believing the fake right wing news media",1466854283513577478,2021-12-03 19:38:08,2540,number conflict proclam trump presid covid death biden worldwid biden presid death presid world realli need stop believ fake right wing news media,0
982,"Fianna Fail declares itself a 'Charity after passing a new law to siphon off money.
Fine Gael has found a lottery loophole to protect its own €1m fundraising bonanza.
What other unscrupulous strokes are they going to pull &amp; try to hide amongst #COVID19 &amp; #lockdown 
Not normal.",1466854199300395010,2021-12-03 19:37:48,969,fianna fail declar chariti pass new law siphon money fine gael found lotteri loophol protect fundrais bonanza unscrupul stroke go pull amp tri hide amongst covid amp lockdown normal,0
983,"@VOvegan A research problem is, when you’re starting from a low baseline, how do you measure the mental retardation effects of lead?
#QuackCovidCures
#Pb #COVID19",1466854155784491020,2021-12-03 19:37:38,2294,research problem start low baselin measur mental retard effect lead quackcovidcur pb covid,0
984,@AmericaRpts @elerianm @djheakin China has been at BIOLOGICAL WAR w/ us for YEARS creating disease and unleshing on our shows and not 1 of 'em till #COVID19 DID WHAT IT WAS DESIGN =DESTROY US THRU FEAR n Order to place the piece of thec100 puzzle OF NWO =LAST THING 2 DESTROY IS OUR MONEY @POTUS @marthamaccallum,1466854012255412224,2021-12-03 19:37:04,91,china biolog war w us year creat diseas unlesh show em till covid design destroy us thru fear n order place piec thec puzzl nwo last thing destroy money,0
985,@POTUS “shut down the virus”.  #COVID19,1466853858106355718,2021-12-03 19:36:27,3,shut viru covid,0
986,I can't believe that I just saw someone post a pic on @instagram saying ”unvacinated lives matter”! #COVID19 #COVIDIOTS,1466853791584636929,2021-12-03 19:36:11,481,believ saw someon post pic say unvacin live matter covid covidiot,0
